id,name,country,type_id,vintage_type,is_natural,acidity,fizziness,intensity,sweetness,tannin,flavor,rating_count,rating
1211977,Zahir Cabernet Sauvignon,Chile,1,0,False,3.0821786,,4.1626153,1.6765072,3.1191351,"black_fruit,oak,red_fruit,spices,earth,dried_fruit,tropical_fruit,floral,non_oak",1193,4.3
1136951,Herú Pinot Noir,Chile,1,0,False,3.30311,,2.9592519,1.8278445,1.7246063,"red_fruit,oak,earth,black_fruit,spices,non_oak,floral,microbio,vegetal,tropical_fruit,dried_fruit,tree_fruit,citrus_fruit",2744,3.9
2636560,Cabernet Sauvignon Limited Edition,Chile,1,0,False,2.8977382,,4.0605946,1.8098695,3.302926,"oak,black_fruit,spices,red_fruit,earth,vegetal,microbio,dried_fruit,floral,non_oak,tropical_fruit,citrus_fruit",7976,4.0
1261327,Inedito Cabernet Sauvignon - Merlot,Chile,1,0,False,2.870665,,4.586926,1.835606,3.4344287,"oak,black_fruit,red_fruit,spices,dried_fruit,earth,vegetal,non_oak,floral,microbio",1876,4.2
1099538,Pomerol,France,1,0,False,3.3505025,,4.1287336,1.6941829,3.4492955,"oak,black_fruit,earth,red_fruit,spices,dried_fruit,microbio,floral,non_oak,vegetal,tree_fruit",5678,4.3
1100670,Caro,Argentina,1,0,False,3.062143,,4.2971725,1.6612599,3.1489642,"oak,black_fruit,earth,spices,red_fruit,dried_fruit,floral,microbio,non_oak,vegetal,citrus_fruit,tropical_fruit,tree_fruit",9050,4.3
7173006,Terroir Selection Malbec,Brasil,1,0,False,,,,,,"black_fruit,oak,earth,spices,red_fruit,floral,non_oak",1071,4.2
4858897,Cuvée Pitigaia,România,1,0,False,,,,,,"oak,black_fruit,red_fruit,spices,earth,floral,vegetal,non_oak,dried_fruit,microbio",221,4.5
1189822,Colheita Porto,Portugal,24,0,False,,,,,,"oak,dried_fruit,non_oak,earth,citrus_fruit,spices,microbio,black_fruit,red_fruit,tree_fruit,vegetal,floral,tropical_fruit",2377,4.3
7650016,Massetino,Italia,1,0,False,3.1250114,,3.5573454,2.0168421,2.912128,"black_fruit,oak,red_fruit,microbio,spices,non_oak,earth,floral",145,4.6
1639263,The Reserve Cabernet Sauvignon - Shiraz,Australia,1,0,False,3.241287,,4.9793067,1.6124092,3.487162,"oak,black_fruit,earth,spices,red_fruit,floral,non_oak,dried_fruit,tree_fruit,microbio",176,4.4
6847952,Edição do Enólogo Red Blend,Brasil,1,0,False,,,,,,,79,4.3
86684,Brut Champagne,France,3,0,False,4.3799076,4.289724,3.9740217,,,"non_oak,tree_fruit,citrus_fruit,earth,microbio,oak,tropical_fruit,vegetal,spices,floral,red_fruit,dried_fruit,black_fruit",125044,4.6
4848,Overture,United States,1,1,False,3.7216797,,4.6322193,1.7355611,3.2927594,"oak,black_fruit,earth,red_fruit,spices,microbio,floral,dried_fruit,non_oak,vegetal,tree_fruit,citrus_fruit,tropical_fruit",13852,4.5
12393,Amarone della Valpolicella Classico,Italia,1,0,False,2.2004952,,4.808951,3.3625944,2.237236,"oak,black_fruit,dried_fruit,red_fruit,earth,spices,microbio,non_oak,floral,vegetal,citrus_fruit,tree_fruit,tropical_fruit",39398,4.4
1107336,ARTEMIS Cabernet Sauvignon,United States,1,0,False,3.385949,,4.736805,1.596398,3.272573,"oak,black_fruit,earth,red_fruit,spices,microbio,dried_fruit,non_oak,floral,vegetal,tree_fruit,citrus_fruit,tropical_fruit",68155,4.4
1129440,Old Vines Primitivo di Manduria,Italia,1,0,False,1.8308811,,4.0371866,3.1134903,2.36115,"oak,black_fruit,red_fruit,earth,dried_fruit,spices,floral,non_oak,microbio,citrus_fruit,vegetal",19460,4.4
6139455,Limited Edition 10 Vendemmie,Italia,1,1,False,3.6552117,,3.3615665,2.128256,2.755087,"oak,black_fruit,earth,red_fruit,spices,dried_fruit,floral,microbio,non_oak,citrus_fruit,tropical_fruit,tree_fruit,vegetal",5950,4.5
11890,60 Sessantanni Old Vines Primitivo di Manduria,Italia,1,0,False,1.7806742,,4.0864315,3.1866894,2.2172062,"oak,black_fruit,red_fruit,earth,spices,dried_fruit,microbio,non_oak,floral,citrus_fruit,vegetal,tree_fruit,tropical_fruit",77898,4.5
77171,Ribera del Duero,España,1,0,False,3.6928113,,3.9211469,1.8353142,3.5403514,"oak,black_fruit,earth,red_fruit,spices,dried_fruit,microbio,non_oak,floral,vegetal,citrus_fruit,tree_fruit,tropical_fruit",59072,4.5
68854,Cabernet Franc Alta,Argentina,1,0,False,,,,,,"oak,black_fruit,red_fruit,spices,earth,floral,vegetal,microbio,non_oak,dried_fruit,citrus_fruit,tropical_fruit,tree_fruit",23028,4.3
1139434,Tinto,España,1,0,False,3.5845873,,3.9932675,1.8412098,3.4609883,"oak,black_fruit,earth,red_fruit,spices,microbio,dried_fruit,non_oak,floral,vegetal,citrus_fruit,tree_fruit,tropical_fruit",54269,4.4
79836,La Grande Dame Brut Champagne,France,3,0,False,4.4581933,4.346471,4.0329294,,,"non_oak,tree_fruit,earth,citrus_fruit,oak,microbio,vegetal,red_fruit,tropical_fruit,floral,dried_fruit,spices,black_fruit",14795,4.5
43974,Bramare Malbec Lujan de Cuyo,Argentina,1,0,False,2.6091778,,4.020876,2.1768618,2.779657,"oak,black_fruit,earth,spices,red_fruit,floral,dried_fruit,non_oak,microbio,vegetal,citrus_fruit,tree_fruit,tropical_fruit",32321,4.4
11001,Castillo Ygay Gran Reserva Especial Tinto,España,1,0,False,3.7691326,,3.8728025,1.778979,3.7623985,"oak,earth,black_fruit,red_fruit,spices,dried_fruit,microbio,non_oak,floral,citrus_fruit,vegetal,tree_fruit,tropical_fruit",19888,4.5
1488696,30 Year Old Tawny Port,Portugal,24,1,False,,,,,,"oak,non_oak,dried_fruit,earth,citrus_fruit,spices,microbio,tree_fruit,black_fruit,red_fruit,floral,vegetal,tropical_fruit",2895,4.5
4837001,Grand Cru Apalta,Chile,1,0,False,3.0727346,,4.5622153,2.0061607,3.52784,"oak,black_fruit,spices,earth,red_fruit,vegetal,microbio,dried_fruit,floral,non_oak,tropical_fruit,tree_fruit",9950,4.4
4682277,Bramare Los Arbolitos Vineyard Chardonnay,Argentina,2,0,False,3.1281672,,3.5909657,1.9214172,,"oak,tree_fruit,earth,citrus_fruit,microbio,tropical_fruit,vegetal,floral,non_oak,dried_fruit,black_fruit,spices,red_fruit",1658,4.4
1154226,Amarone della Valpolicella Classico,Italia,1,0,False,2.3426447,,4.7625327,3.0899076,2.3060524,"oak,dried_fruit,earth,black_fruit,red_fruit,spices,microbio,vegetal,tree_fruit,non_oak,citrus_fruit,tropical_fruit,floral",2756,4.3
1497062,Parcela Única Escolha,Portugal,2,0,False,4.1965985,,2.1371918,1.3668144,,"citrus_fruit,oak,earth,tree_fruit,microbio,tropical_fruit,vegetal,non_oak,spices,floral,red_fruit",2099,4.3
1220973,Gernot Langes,Argentina,1,0,False,3.554365,,4.5648413,2.0802968,3.4733849,"oak,black_fruit,spices,earth,red_fruit,non_oak,dried_fruit,microbio,floral,vegetal",2989,4.5
16786,Barsac (Premier Grand Cru Classé),France,7,0,False,4.367312,,4.7020373,4.9017572,,"earth,tree_fruit,citrus_fruit,oak,tropical_fruit,microbio,non_oak,dried_fruit,floral,spices,vegetal,black_fruit,red_fruit",5045,4.4
23264,Brunello di Montalcino,Italia,1,0,False,3.9129095,,3.2206235,1.6447699,3.5675228,"earth,oak,red_fruit,black_fruit,spices,dried_fruit,floral,non_oak,vegetal,citrus_fruit,microbio,tree_fruit,tropical_fruit",5746,4.3
4011850,Finca Canal Uco,Argentina,1,0,False,2.9997087,,3.9339285,2.1659682,2.9470813,"black_fruit,oak,red_fruit,spices,earth,floral,microbio,non_oak,vegetal",1111,4.4
5424625,Cabernet Franc,Argentina,1,0,False,,,,,,"oak,black_fruit,spices,red_fruit,earth,microbio,floral,dried_fruit,non_oak,vegetal",1363,4.4
3185120,Brunello di Montalcino,Italia,1,0,False,3.711582,,3.5502534,1.9638163,3.6013284,"oak,red_fruit,earth,spices,floral,black_fruit,non_oak",625,4.3
81849,Pomerol,France,1,0,False,3.3761883,,4.1112094,1.7037554,3.4322588,"oak,earth,black_fruit,red_fruit,spices,floral,dried_fruit,microbio,non_oak,vegetal,citrus_fruit,tree_fruit",9128,4.4
1751269,Touriga Nacional,Portugal,1,0,False,3.0425892,,4.586627,2.044675,3.5786374,"oak,black_fruit,earth,spices,red_fruit,floral,non_oak,dried_fruit,microbio,citrus_fruit,vegetal",2840,4.4
1100254,Saint-Émilion Grand Cru (Grand Cru Classé),France,1,0,False,3.4057212,,4.360214,1.7367418,3.5441396,"oak,earth,black_fruit,red_fruit,spices,dried_fruit,microbio,non_oak,floral,vegetal,citrus_fruit,tree_fruit,tropical_fruit",4022,4.2
1098770,Pomerol,France,1,0,False,3.4118767,,4.158211,1.7180728,3.5634723,"oak,earth,black_fruit,red_fruit,spices,non_oak,floral,microbio,dried_fruit,vegetal,citrus_fruit,tree_fruit,tropical_fruit",6249,4.4
1258524,Ultra Premium Syrah,Chile,1,0,False,2.476721,,4.6355286,1.7735558,2.914116,"oak,black_fruit,earth,spices,red_fruit,floral,non_oak,microbio,citrus_fruit,dried_fruit,vegetal,tree_fruit",4865,4.3
76372,Colheita Port,Portugal,24,0,False,,,,,,"oak,non_oak,dried_fruit,earth,citrus_fruit,black_fruit,red_fruit,spices,microbio,tree_fruit,floral,tropical_fruit,vegetal",9934,4.3
1282785,Barolo del Comune di Serralunga d'Alba,Italia,1,0,False,4.6146846,,3.859318,1.3994381,4.3706946,"earth,oak,red_fruit,spices,black_fruit,dried_fruit,floral,microbio,citrus_fruit,non_oak,tree_fruit,vegetal",7637,4.2
28214,5 Stelle Sfursat,Italia,1,0,False,4.631212,,3.9466844,1.9335932,4.3419557,"oak,earth,black_fruit,red_fruit,spices,dried_fruit,floral,microbio,citrus_fruit,non_oak,vegetal,tropical_fruit,tree_fruit",9184,4.5
62594,Matallana,España,1,0,False,3.8374703,,3.943982,1.6936516,3.813244,"oak,black_fruit,earth,spices,red_fruit,non_oak,floral,microbio,vegetal,dried_fruit",1387,4.2
6663622,Bernardeschi Governo,Italia,1,0,False,2.7531314,,3.2075949,2.2712052,2.5093231,"black_fruit,oak,red_fruit,earth,dried_fruit,spices,tree_fruit,citrus_fruit,non_oak,microbio,floral,vegetal",1559,4.1
1101112,Saint-Estèphe,France,1,0,False,4.265403,,4.314424,1.5604612,4.329423,"oak,black_fruit,earth,spices,red_fruit,floral,non_oak,dried_fruit,vegetal,microbio,tree_fruit,citrus_fruit,tropical_fruit",5323,3.9
1421499,Touriga Nacional Douro Grande Reserva,Portugal,1,0,False,2.9899178,,4.445071,1.7403637,3.4659407,"oak,black_fruit,earth,red_fruit,spices,microbio,citrus_fruit,non_oak,dried_fruit,floral,vegetal",4417,4.2
1680069,Châteauneuf-du-Pape Blanc,France,2,0,False,3.2826502,,3.5686626,1.4185672,,"tree_fruit,earth,citrus_fruit,oak,non_oak,microbio,tropical_fruit,spices,floral,black_fruit,red_fruit,vegetal,dried_fruit",2663,4.1
1214055,Douro Reserva,Portugal,1,0,False,2.8954408,,4.294576,2.0210915,3.5425382,"oak,red_fruit,black_fruit,earth,spices,floral,non_oak,microbio,dried_fruit,tree_fruit",2529,4.2
3982829,Scapà Amarone della Valpolicella,Italia,1,0,False,2.4715133,,4.7201977,3.3007238,2.3982894,"oak,black_fruit,spices,red_fruit,earth,microbio,dried_fruit,non_oak",292,4.3
24109,Gevrey-Chambertin,France,1,0,False,4.1614594,,2.8486588,1.5784421,2.5568066,"red_fruit,earth,oak,black_fruit,spices,floral,microbio,dried_fruit,non_oak,vegetal,citrus_fruit,tree_fruit,tropical_fruit",4449,4.1
97228,Chardonnay Piemonte  Monteriolo,Italia,2,0,False,3.157998,,4.007463,2.2574384,,"oak,tree_fruit,citrus_fruit,earth,tropical_fruit,microbio,non_oak,vegetal,spices,dried_fruit,floral",1850,4.1
1201765,Syrah,Portugal,1,0,False,3.0555356,,4.4154196,1.8971093,3.6205387,"black_fruit,oak,spices,earth,red_fruit,floral,vegetal,tree_fruit,non_oak,microbio",2161,4.1
2749108,Extra Brut,Brasil,3,0,False,3.7580123,3.1592968,3.471966,,,"non_oak,microbio,citrus_fruit,tropical_fruit,tree_fruit,earth,vegetal,oak,red_fruit,spices",2135,4.1
82825,Meron,יִשְׂרָאֵל,1,0,False,,,,,,"black_fruit,oak,spices,earth,red_fruit,dried_fruit,non_oak,floral,citrus_fruit,microbio",1077,4.1
1188603,Clos du Chapitre Rully Premier Cru,France,1,0,False,4.032661,,2.084035,1.4035333,2.0948746,"red_fruit,earth,oak,spices,black_fruit,microbio,non_oak,dried_fruit,floral,citrus_fruit,vegetal,tree_fruit",1103,4.1
1379045,Reserva Tinto,Portugal,1,0,False,2.8106344,,4.072024,1.864003,3.2339354,"black_fruit,oak,earth,spices,non_oak",865,4.0
91182,Pommard 1er Cru 'Les Pézerolles',France,1,0,False,3.8527834,,2.6487374,1.4201362,2.5347345,"red_fruit,earth,oak,black_fruit,spices,vegetal,floral,citrus_fruit,non_oak,dried_fruit,microbio,tree_fruit",951,4.3
7496719,Gran Reserva Tannat,Brasil,1,0,False,,,,,,"oak,black_fruit,earth,spices,non_oak",290,4.2
4280269,10 Years Old Tawny Port,Portugal,24,1,False,,,,,,"oak,red_fruit,dried_fruit,citrus_fruit,earth,black_fruit,non_oak,spices",137,4.2
24104,Côte de Beaune,France,1,0,False,3.7917957,,2.5417025,1.4146008,2.2109082,"red_fruit,earth,oak,black_fruit,spices,floral,citrus_fruit,microbio,tree_fruit,non_oak,dried_fruit,vegetal,tropical_fruit",5601,4.0
86699,Blanc Fumé de Pouilly,France,2,0,False,4.037514,,2.2963226,1.4361118,,"earth,citrus_fruit,tree_fruit,vegetal,tropical_fruit,oak,microbio,floral,spices,non_oak,black_fruit,red_fruit,dried_fruit",3595,4.2
1929640,Vinha da Neve Tinto,Portugal,1,0,False,3.7747939,,3.7080069,1.5616857,3.468054,"oak,red_fruit,black_fruit,earth,floral,spices,non_oak,microbio,tree_fruit,citrus_fruit,dried_fruit,tropical_fruit,vegetal",1673,3.9
1871502,Brunate Barolo,Italia,1,0,False,4.5331416,,3.7745264,1.7302912,4.3097305,"oak,earth,red_fruit,spices,black_fruit,dried_fruit,floral,citrus_fruit,non_oak,microbio,tree_fruit,vegetal",1616,4.2
1234476,Tacco Barocco Negroamaro,Italia,1,0,False,2.4068437,,4.633776,2.2866814,3.255251,"black_fruit,oak,earth,red_fruit,spices,microbio,dried_fruit,non_oak,vegetal,citrus_fruit,floral",963,3.8
1873252,La Tiare du Pape Châteauneuf-du-Pape Blanc,France,2,0,False,3.0104573,,3.4361436,1.5101961,,"tree_fruit,earth,oak,red_fruit,citrus_fruit,spices,black_fruit,microbio,non_oak,vegetal,tropical_fruit,floral,dried_fruit",793,4.1
1874097,Garrafeira Tinto,Portugal,1,0,False,3.5521154,,4.402739,1.4789941,3.8690195,"earth,black_fruit,oak,red_fruit,spices,dried_fruit,tree_fruit,non_oak,floral,citrus_fruit,microbio,vegetal",1691,4.1
1218054,Ribera del Duero Antiguos Vinedos,España,1,0,False,3.6382225,,3.9739146,1.667114,3.4582336,"oak,black_fruit,earth,red_fruit,spices,dried_fruit,non_oak,microbio,floral,tree_fruit,citrus_fruit,vegetal",3804,4.0
73478,Haut-Médoc (Grand Cru Classé),France,1,0,False,4.1697874,,4.1322465,1.6503459,4.153007,"oak,black_fruit,earth,red_fruit,spices,dried_fruit,floral,vegetal,microbio,non_oak,citrus_fruit,tree_fruit,tropical_fruit",16985,4.2
4585882,Passo del Sud Appassimento,Italia,1,0,False,2.1719239,,4.620914,2.8383148,2.7306845,"oak,black_fruit,red_fruit,earth,dried_fruit,spices,microbio,vegetal,non_oak,floral,tree_fruit,citrus_fruit",4572,4.1
1166785,Saint-Julien (Grand Cru Classé),France,1,0,False,4.2636395,,3.8061123,1.6215596,3.9605126,"black_fruit,oak,earth,red_fruit,spices,non_oak,dried_fruit,floral,microbio,vegetal,citrus_fruit,tree_fruit",9553,4.1
11825,Barbera d’Alba,Italia,1,0,False,3.9266815,,3.4893856,1.5952263,2.2173736,"red_fruit,black_fruit,oak,earth,spices,floral,non_oak,vegetal,microbio,dried_fruit,tree_fruit,citrus_fruit,tropical_fruit",3387,4.0
33734,Chianti Classico Riserva,Italia,1,0,False,3.8070936,,3.2106538,1.5481262,3.4978263,"red_fruit,earth,oak,black_fruit,spices,dried_fruit,floral,vegetal,microbio,citrus_fruit,non_oak,tree_fruit",5200,4.1
87426,Pessac-Léognan (Grand Cru Classé),France,1,0,False,4.181641,,4.268426,1.5454152,4.351647,"oak,black_fruit,earth,red_fruit,spices,citrus_fruit,tree_fruit,tropical_fruit,microbio,non_oak,dried_fruit,floral,vegetal",8757,4.0
22687,La Réserve de Leoville Barton Saint-Julien,France,1,0,False,4.2805986,,3.9299192,1.5648986,3.964654,"black_fruit,oak,earth,red_fruit,spices,floral,microbio,non_oak,vegetal,dried_fruit,tree_fruit,citrus_fruit,tropical_fruit",4544,4.0
77783,Bosc D'la Rei Moscato d'Asti,Italia,3,0,False,2.6391115,1.0886122,2.5339808,,,"tree_fruit,earth,tropical_fruit,citrus_fruit,floral,microbio,oak,vegetal,red_fruit,non_oak,dried_fruit,spices,black_fruit",8489,4.1
736563,Ribera del Duero Crianza,España,1,0,False,3.7731776,,3.942416,1.6445848,3.5661292,"oak,black_fruit,earth,red_fruit,spices,non_oak,microbio,floral,dried_fruit,vegetal,tree_fruit,citrus_fruit,tropical_fruit",5793,4.0
7599543,Anniversary,Italia,1,0,False,2.287052,,4.0642004,2.495106,2.8872063,"oak,black_fruit,red_fruit,spices,earth,dried_fruit,microbio,non_oak",647,4.1
3120288,Grus de Alcohuaz Mezcla Tinta,Chile,1,0,False,,,,,,"black_fruit,oak,red_fruit,earth,spices,floral,microbio,vegetal,tree_fruit,non_oak,citrus_fruit,dried_fruit,tropical_fruit",2412,4.0
1591615,Barolo,Italia,1,0,False,3.8395095,,3.5254996,1.8917766,3.9197633,"oak,earth,black_fruit,dried_fruit,floral,microbio,non_oak",1983,4.0
1152839,Reserve Merlot (Barrel Selection),Argentina,1,0,False,2.0217583,,3.9145837,2.2226584,2.2895396,"oak,black_fruit,red_fruit,spices,earth,microbio,non_oak,dried_fruit,tree_fruit,vegetal,floral,citrus_fruit",6115,3.8
1160653,Convento da Tomina,Portugal,1,0,False,2.9936585,,4.1729355,2.379596,3.0451915,"black_fruit,oak,red_fruit,microbio,floral,non_oak,spices,earth,dried_fruit",4736,4.0
74704,RPF Tannat,Uruguay,1,0,False,3.884004,,4.805399,1.5597881,4.404937,"black_fruit,oak,earth,red_fruit,spices,microbio,dried_fruit,floral,non_oak,vegetal,tree_fruit,citrus_fruit,tropical_fruit",6914,3.8
83265,Yarden Chardonnay,יִשְׂרָאֵל,2,0,False,,,,,,"oak,tree_fruit,tropical_fruit,citrus_fruit,earth,microbio,non_oak,vegetal,floral,spices,red_fruit,dried_fruit,black_fruit",5780,3.9
1181021,Clos Gebrat,España,1,0,False,3.3116274,,4.55435,1.9929814,3.3045845,"black_fruit,oak,red_fruit,earth,spices,floral,dried_fruit,citrus_fruit,microbio,vegetal,non_oak,tree_fruit",4196,3.9
7103767,Arcane IX Les Amoureux,France,1,0,False,3.469316,,4.0650945,1.7125685,3.166484,"black_fruit,spices,earth,red_fruit,oak,dried_fruit,microbio,floral,citrus_fruit,non_oak",570,4.1
12687,Haut-Médoc (Grand Cru Classé),France,1,0,False,4.1354437,,4.2726827,1.6289984,4.267425,"black_fruit,oak,earth,red_fruit,spices,microbio,non_oak,floral,dried_fruit,vegetal,citrus_fruit,tree_fruit",16305,4.0
18556,L'Hospitalet de Gazin Pomerol,France,1,0,False,3.3822043,,4.2334085,1.512206,3.4512224,"oak,black_fruit,earth,red_fruit,spices,floral,non_oak,vegetal,microbio,dried_fruit,citrus_fruit,tropical_fruit",6596,4.1
1610104,El Sueño Gran Reserva Carmenère,Chile,1,0,False,2.984044,,3.9950464,1.9253873,2.8080764,"oak,black_fruit,earth,red_fruit,non_oak,spices,dried_fruit",2906,3.9
4386455,Blend de Blancas,Argentina,2,0,False,,,,,,"tree_fruit,tropical_fruit,earth,citrus_fruit,microbio,floral,oak,non_oak,spices",2053,4.1
7921976,A Mare Rosato,Italia,4,0,False,,,,,,"tropical_fruit,red_fruit,citrus_fruit,earth",908,4.1
1984740,Amarone della Valpolicella,Italia,1,0,False,2.2158926,,4.6971264,3.3034325,2.1910596,"oak,black_fruit,red_fruit,earth,dried_fruit,non_oak,spices,microbio,floral,tree_fruit,citrus_fruit,vegetal",3752,4.0
17607,Homage Syrah,New Zealand,1,0,False,3.5291963,,3.8263783,1.6443785,3.648608,"black_fruit,oak,spices,earth,red_fruit,floral,tropical_fruit,non_oak,dried_fruit,microbio,tree_fruit,vegetal",564,4.2
1972035,Givry 'Les Dracy',France,1,0,False,3.8772633,,2.0542808,1.5214034,2.1310177,"red_fruit,earth,black_fruit,oak,microbio,non_oak,floral,vegetal,spices",1028,4.1
96853,Venus,España,1,0,False,3.4048932,,4.333785,1.648501,3.359577,"earth,black_fruit,oak,red_fruit,spices,floral,dried_fruit,non_oak,microbio,citrus_fruit,tropical_fruit,tree_fruit,vegetal",2015,4.1
1139122,Reserva,España,1,0,False,3.829783,,3.9170904,1.8166348,3.6508467,"oak,black_fruit,earth,red_fruit,spices,non_oak,dried_fruit,microbio,floral,citrus_fruit,vegetal,tropical_fruit",4295,4.1
1190881,Brunello di Montalcino Riserva,Italia,1,0,False,3.8417366,,3.1548212,1.505097,3.582942,"oak,red_fruit,earth,black_fruit,spices,dried_fruit,microbio,floral,non_oak,vegetal,citrus_fruit",1397,4.1
2203544,Finca Perdriel Vineyard Selection,Argentina,1,0,False,,,,,,"black_fruit,oak,spices,earth,non_oak,red_fruit,dried_fruit,floral,microbio,tropical_fruit",349,4.1
16963,Reserva Branco,Portugal,2,0,False,3.8712397,,3.3655033,1.3593243,,"oak,tree_fruit,earth,citrus_fruit,tropical_fruit,microbio,non_oak,vegetal,floral,black_fruit,dried_fruit,spices",2082,3.9
4320448,Aluvional Altamira,Argentina,1,0,False,2.873034,,3.997928,2.0550187,2.752303,"black_fruit,oak,earth,spices,red_fruit,floral,dried_fruit,microbio,vegetal,non_oak,citrus_fruit",2933,4.4
1508325,Aria Fronsac,France,1,0,False,3.007111,,4.16637,2.2048147,3.1319258,"black_fruit,oak,spices,earth,red_fruit,non_oak",226,4.1
1232315,Saint-Émilion Grand Cru (Grand Cru Classé),France,1,0,False,3.1606987,,4.297805,1.3485696,3.3902547,"oak,black_fruit,earth,red_fruit,spices,microbio,dried_fruit,vegetal,citrus_fruit,floral,tropical_fruit,non_oak",1626,4.1
1478434,Bairrada Classico Baga,Portugal,1,0,False,3.1554003,,4.5360985,1.6025214,3.7320783,"oak,black_fruit,earth,spices,red_fruit,floral,non_oak,vegetal",604,4.2
1577086,Block G+I,Chile,1,0,False,2.3805254,,4.6510353,2.1255445,2.913747,"black_fruit,oak,spices,earth,red_fruit,non_oak,floral,vegetal,citrus_fruit,microbio,dried_fruit,tropical_fruit",915,4.2
1483199,Aristos Barón d'A,Chile,1,0,False,,,,,,"black_fruit,oak,earth,spices,red_fruit,microbio,non_oak,floral,dried_fruit,vegetal,citrus_fruit",677,4.1
6767359,Las Pizarras Syrah,Chile,1,0,False,2.6265745,,4.2936463,1.7044199,3.3249724,"black_fruit,oak,red_fruit,earth,spices,non_oak",141,4.2
1136945,Vintage Port,Portugal,24,0,False,,,,,,"oak,black_fruit,red_fruit,dried_fruit,spices,earth,non_oak,citrus_fruit,floral,tree_fruit,microbio,vegetal",956,4.3
4948910,Las Pizarras Pinot Noir,Chile,1,0,False,3.253881,,2.7865577,1.5894061,1.408864,"red_fruit,earth,spices,oak,black_fruit,floral,dried_fruit,non_oak,vegetal,microbio,citrus_fruit",429,4.1
1706136,Domaine des Berthiers Pouilly-Fumé,France,2,0,False,3.9636953,,2.135539,1.4561055,,"citrus_fruit,tree_fruit,earth,tropical_fruit,vegetal,spices,oak,microbio,floral,non_oak,black_fruit,red_fruit",1641,4.1
7384096,Brunello di Montalcino,Italia,1,0,False,3.7975485,,3.0519998,1.6601936,3.3922799,"oak,red_fruit,earth,black_fruit,floral,spices,dried_fruit,non_oak,microbio,vegetal",516,4.3
5460938,Barolo,Italia,1,0,False,4.4213524,,3.906703,1.5796893,4.45506,"oak,red_fruit,earth,black_fruit,spices,floral,dried_fruit,non_oak,microbio",1195,4.0
1210000,Baron K Riesling Kabinett,Deutschland,2,0,False,4.4250183,,3.0840538,2.358266,,"tree_fruit,earth,citrus_fruit,vegetal,tropical_fruit,non_oak,microbio,oak",599,4.0
5257272,Vinhas Velhas Branco,Portugal,2,0,False,3.71514,,3.6652713,1.5104492,,"oak,earth,tree_fruit,citrus_fruit,red_fruit,spices,black_fruit,non_oak,vegetal,floral,tropical_fruit,microbio",624,4.2
1260063,Carlos Montes Tannat,Uruguay,1,0,False,3.6322212,,4.447643,2.0707064,4.3555913,"oak,earth,red_fruit,black_fruit,spices,microbio,non_oak,floral,dried_fruit,vegetal,tropical_fruit",3374,3.9
1799282,Solstício,Portugal,1,0,True,2.92707,,3.767245,1.5967638,3.0223322,"earth,oak,spices,red_fruit,microbio,black_fruit,non_oak,floral,vegetal",426,4.2
1268547,Special,Portugal,1,0,False,3.1105137,,4.0736756,1.5249407,3.35917,"black_fruit,dried_fruit,spices,oak,earth,non_oak",161,4.3
79230,Vosne-Romanée 1er Cru 'Les Chaumes',France,1,0,False,4.1792192,,3.100557,1.9515429,2.6943803,"red_fruit,earth,oak,black_fruit,spices,floral,dried_fruit,non_oak,microbio,vegetal,citrus_fruit",1874,4.3
1181122,Vertice,Chile,1,0,False,,,,,,"oak,black_fruit,spices,earth,red_fruit,vegetal,microbio,non_oak,floral,dried_fruit,tree_fruit,citrus_fruit",8568,4.2
1225820,Barolo Bussia Vigneto Bofani,Italia,1,0,False,4.3222117,,3.8734143,1.5265656,4.0753036,"earth,oak,red_fruit,black_fruit,floral,dried_fruit,citrus_fruit,non_oak,spices,microbio",811,4.2
1178520,Saint-Émilion Grand Cru,France,1,0,False,3.2211707,,4.1646924,1.6640141,3.398125,"earth,oak,red_fruit,black_fruit,spices,floral,dried_fruit,non_oak,microbio,vegetal,tropical_fruit",1709,4.0
1202284,Terroir Rosé Brut,Brasil,3,0,False,3.5629559,3.1591933,3.2467444,,,"microbio,citrus_fruit,red_fruit,tree_fruit,earth,oak,non_oak,vegetal,black_fruit,tropical_fruit,dried_fruit,spices",1715,4.2
1204799,Atteca Armas Garnacha Old Vines,España,1,0,False,3.1113024,,4.776097,1.8872378,3.0057166,"oak,black_fruit,red_fruit,earth,spices,microbio,dried_fruit,non_oak,citrus_fruit,vegetal,floral,tree_fruit",1878,4.2
6844296,Gran Reserva Chardonnay,Argentina,2,0,False,2.9475424,,3.3883088,1.9032469,,"oak,tree_fruit,microbio,tropical_fruit,citrus_fruit,non_oak,earth,vegetal,spices",550,4.1
2795428,Ícone Alentejo Tinto,Portugal,1,0,False,3.1297328,,4.0355644,2.3344147,3.2195072,"black_fruit,spices,oak,earth,non_oak,red_fruit,microbio",216,4.3
1300776,Gran Assemblage,Argentina,1,0,False,3.443442,,4.13159,1.9205703,3.3828137,"oak,black_fruit,earth,red_fruit,spices,non_oak,dried_fruit,microbio,vegetal,floral",4114,4.3
52104,Finca Los Nobles Chardonnay,Argentina,2,0,False,2.7901068,,3.584975,2.007468,,"oak,tree_fruit,tropical_fruit,earth,citrus_fruit,microbio,non_oak,vegetal,floral,black_fruit,spices,red_fruit,dried_fruit",1940,4.1
